,Duration,Total_Stops,Price,Day_of_Journey,Month_of_Journey,Dep_Hour,Dep_Minute,Arrival_Hour,Arrival_Minute,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
1859,655,1.0,10262,6,6,17,30,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1860,945,1.0,13941,9,5,16,30,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1861,865,1.0,6451,27,4,16,45,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1862,1420,2.0,10975,27,6,9,45,9,25,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1863,1180,2.0,14746,6,3,12,0,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1864,625,1.0,11410,6,6,20,45,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1865,155,0.0,3841,1,5,6,55,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1866,1490,2.0,13381,3,6,6,50,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1867,840,1.0,15078,9,5,11,30,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1868,545,1.0,8891,9,5,9,25,18,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1869,1200,1.0,7757,9,5,14,5,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1870,180,0.0,4441,9,4,5,45,8,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1871,1345,1.0,10031,24,3,19,45,18,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1872,170,0.0,4823,12,4,13,0,15,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1873,545,1.0,8576,24,5,9,25,18,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1874,1175,1.0,11087,12,3,20,35,16,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1875,1595,1.0,12373,18,5,10,0,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1876,1210,2.0,11432,21,5,9,25,5,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1877,90,0.0,3175,15,6,16,55,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1878,165,0.0,4804,12,5,9,35,12,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1879,1615,2.0,13014,27,6,9,40,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1880,910,1.0,7563,6,3,7,10,22,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1881,145,0.0,3873,27,6,9,0,11,25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1882,780,1.0,6282,21,5,11,55,0,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1883,630,1.0,11200,1,6,8,30,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1884,165,0.0,5613,24,4,19,30,22,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1885,195,0.0,5601,9,6,14,20,17,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1886,1355,1.0,10262,15,6,14,0,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1887,175,0.0,14306,1,3,20,0,22,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1888,1485,1.0,7064,1,4,20,0,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1889,715,1.0,18371,27,6,7,5,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1890,1380,2.0,13591,18,5,20,15,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1891,1615,2.0,10368,1,6,9,40,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1892,460,2.0,18275,12,6,17,50,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1893,170,0.0,3749,27,5,22,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1894,500,2.0,6810,6,6,15,10,23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1895,560,1.0,7485,21,5,11,40,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1896,150,0.0,5510,27,5,14,15,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1897,610,1.0,10262,3,6,18,15,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1898,540,1.0,6723,24,6,7,10,16,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1899,450,1.0,8307,21,3,8,0,15,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1900,460,1.0,6146,21,4,5,55,13,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1901,1390,2.0,15129,27,5,13,25,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1902,330,1.0,14388,1,5,6,30,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1903,165,0.0,4544,6,4,6,0,8,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1904,175,0.0,5198,12,4,11,10,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1905,975,1.0,7503,18,5,9,15,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1906,270,1.0,12314,1,3,15,45,20,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1907,375,1.0,8372,15,5,13,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1908,425,1.0,14781,21,5,16,30,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1909,180,0.0,8016,24,6,19,50,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1910,140,0.0,6297,12,3,7,55,10,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1911,1495,1.0,14388,1,5,8,25,9,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1912,370,1.0,6393,1,6,7,25,13,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1913,775,1.0,14939,9,6,21,10,10,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1914,685,1.0,14781,21,5,8,25,19,50,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1915,810,1.0,14871,6,3,7,30,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1916,170,0.0,4319,6,4,9,30,12,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1917,1005,1.0,13067,15,5,17,0,9,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1918,920,1.0,26890,1,3,16,55,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1919,375,1.0,9134,15,3,7,0,13,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1920,180,0.0,3943,3,4,21,15,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1921,735,1.0,8879,24,6,7,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1922,1025,1.0,14571,24,5,18,55,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1923,155,0.0,5644,15,6,9,35,12,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1924,1330,1.0,9663,9,6,6,30,4,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1925,570,1.0,14571,9,6,14,5,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1926,175,0.0,3971,9,6,21,10,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1927,590,1.0,17024,6,3,9,0,18,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1928,150,0.0,3841,15,5,17,10,19,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1929,1395,1.0,12898,27,5,19,45,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1930,830,2.0,13376,6,6,14,35,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1931,910,2.0,9905,15,6,21,25,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1932,780,1.0,13587,15,6,8,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1933,900,1.0,7740,24,6,6,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1934,395,1.0,9794,21,5,6,0,12,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1935,1350,1.0,17471,6,3,22,50,21,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1936,880,2.0,15129,9,3,13,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1937,1730,1.0,11467,1,5,9,35,14,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1938,1440,1.0,6528,12,6,14,35,14,35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1939,705,1.0,8266,27,6,7,30,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1940,940,1.0,6442,6,3,6,40,22,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1941,825,1.0,10262,12,6,22,50,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1942,85,0.0,17501,1,3,7,10,8,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1943,165,0.0,8273,24,5,6,10,8,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1944,1485,2.0,10703,21,3,18,30,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1945,930,1.0,8510,15,6,10,0,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1946,90,0.0,2754,15,3,20,5,21,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1947,90,0.0,2227,18,5,21,20,22,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1948,460,2.0,18275,27,6,17,50,1,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1949,270,1.0,6356,21,4,8,45,13,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1950,400,1.0,14781,15,5,14,5,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1951,1615,2.0,13029,27,5,9,40,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1952,170,0.0,4340,1,5,11,40,14,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1953,1215,2.0,12224,12,6,17,30,13,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1954,1545,1.0,10844,24,5,16,30,18,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1955,165,0.0,4174,15,4,9,35,12,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1956,1795,2.0,14887,1,3,17,0,22,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1957,615,1.0,12853,9,4,9,0,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1958,165,0.0,3383,15,5,11,10,13,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1959,175,0.0,11111,1,3,11,40,14,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1960,180,0.0,7229,1,4,17,45,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1961,180,0.0,4030,6,5,17,45,20,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1962,635,1.0,14871,3,3,15,0,1,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1963,520,1.0,12898,27,5,19,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1964,465,1.0,14533,18,5,11,30,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1965,875,1.0,7258,6,6,17,40,8,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1966,270,1.0,4812,1,4,8,45,13,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1967,690,1.0,12384,9,5,9,35,21,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1968,1180,2.0,8603,6,6,12,0,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1969,435,2.0,8603,6,6,12,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1970,570,1.0,14231,24,3,13,55,23,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1971,1760,2.0,15129,9,5,23,5,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1972,625,1.0,11410,1,6,20,45,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1973,1475,2.0,12725,12,3,8,50,9,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1974,1620,2.0,13292,9,6,9,35,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1975,155,0.0,3873,24,4,6,55,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1976,140,0.0,3850,15,6,7,55,10,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1977,435,1.0,8479,9,6,11,35,18,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1978,840,1.0,14151,24,5,9,35,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1979,165,0.0,5228,24,4,6,10,8,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1980,1555,1.0,9397,9,6,7,10,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1981,85,0.0,4995,18,6,7,5,8,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1982,1410,2.0,10651,1,6,19,45,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1983,170,0.0,4282,3,4,4,55,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1984,810,2.0,10697,21,5,8,20,21,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1985,1730,1.0,9314,21,5,9,35,14,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1986,145,0.0,3540,27,6,5,15,7,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1987,1595,2.0,9443,12,6,16,40,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1988,480,1.0,15147,6,3,7,30,15,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1989,180,0.0,8016,27,6,8,20,11,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990,90,0.0,2437,24,5,21,20,22,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1991,895,1.0,6104,27,5,10,35,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1992,90,0.0,1965,6,6,22,45,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1993,480,1.0,7408,12,6,13,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1994,90,0.0,4049,18,6,6,25,7,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1995,180,0.0,8016,1,6,19,50,22,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1996,720,1.0,10197,9,5,7,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1997,665,1.0,10844,1,5,21,10,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1998,1570,1.0,12692,9,6,17,0,19,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1999,475,1.0,14781,6,5,8,25,16,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2000,495,1.0,7335,24,5,23,30,7,45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2001,180,0.0,7229,27,5,8,20,11,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,175,0.0,4353,24,3,21,10,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2003,735,1.0,13941,18,5,20,0,8,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,280,1.0,12295,12,3,9,45,14,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2005,825,1.0,12898,27,5,22,50,12,35,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2006,930,1.0,7927,9,5,7,10,22,40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2007,170,0.0,4483,15,4,23,55,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2008,405,1.0,19225,6,3,11,40,18,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,370,1.0,4692,24,4,7,25,13,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2010,725,1.0,13555,18,3,21,25,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,630,1.0,6270,9,4,15,0,1,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,1285,1.0,13584,6,5,18,55,16,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,1600,2.0,13180,21,3,16,10,18,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2014,1295,1.0,14151,12,5,20,25,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015,190,0.0,6216,12,5,6,0,9,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
2016,680,1.0,15135,3,3,7,30,18,50,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2017,570,1.0,15136,6,3,11,30,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2018,1005,1.0,10262,27,6,2,15,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2019,750,1.0,12384,18,5,9,35,22,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2020,575,1.0,9314,1,4,9,35,19,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2021,1500,1.0,9314,6,5,17,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022,615,1.0,10454,1,6,9,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2023,520,1.0,8372,18,5,23,0,7,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2024,520,1.0,11848,9,3,19,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2025,750,1.0,6416,1,6,8,30,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2026,90,0.0,3342,1,4,9,10,10,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2027,1495,2.0,10118,6,6,6,30,7,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2028,1185,2.0,14960,12,6,16,45,12,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2029,665,1.0,6818,15,6,5,5,16,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2030,150,0.0,5510,12,6,14,15,16,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2031,1610,1.0,14388,21,5,6,30,9,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2032,455,1.0,7038,3,6,14,55,22,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2033,630,1.0,8266,9,5,8,45,19,15,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2034,1480,2.0,14300,27,6,18,20,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2035,1350,1.0,8366,9,5,9,25,7,55,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2036,695,1.0,17261,6,3,22,50,10,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2037,1555,1.0,8452,6,6,7,10,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2038,320,1.0,8567,1,4,15,10,20,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2039,925,1.0,9646,15,6,7,5,22,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2040,1275,2.0,8341,9,4,22,0,19,15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2041,1530,1.0,12373,9,5,17,30,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2042,140,0.0,3543,21,6,17,45,20,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2043,395,1.0,13994,9,6,17,0,23,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2044,170,0.0,4777,24,3,4,0,6,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2045,455,1.0,7038,1,6,14,55,22,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2046,90,0.0,3175,3,4,16,55,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2047,660,1.0,7408,9,6,10,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2048,180,0.0,3943,15,6,21,15,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2049,1225,1.0,15974,6,3,8,0,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2050,155,0.0,3873,27,5,6,55,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2051,170,0.0,4423,15,4,10,10,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2052,1125,2.0,15129,27,5,9,40,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2053,755,1.0,8285,21,3,8,25,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2054,80,0.0,3100,6,6,6,20,7,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2055,1475,2.0,25430,1,3,8,50,9,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2056,80,0.0,2385,18,3,13,10,14,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2057,435,1.0,11316,6,6,10,20,17,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2058,1005,1.0,10262,15,6,2,15,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2059,445,2.0,7662,24,5,5,50,13,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2060,1605,1.0,14231,24,3,16,55,19,40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2061,705,1.0,6838,9,6,9,15,21,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2062,1300,2.0,13376,15,6,6,45,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2063,1680,1.0,10262,24,6,15,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2064,480,1.0,8574,27,3,7,30,15,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2065,615,1.0,7832,9,3,21,25,7,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2066,910,1.0,12192,24,6,3,50,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2067,90,0.0,4050,15,6,10,20,11,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2068,175,0.0,6722,12,4,7,45,10,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2069,1220,1.0,10844,9,6,20,0,16,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2070,840,1.0,7408,15,6,7,0,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2071,455,1.0,14189,21,3,20,50,4,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
